INSERT INTO platnosci(id_konta, data, kwota) VALUES(1,'2017-08-21',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(552,'2020-03-04',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(552,'2020-04-04',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(552,'2020-05-04',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(552,'2020-06-04',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(552,'2020-07-04',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(552,'2020-08-04',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(552,'2020-09-04',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(552,'2020-10-04',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(552,'2020-11-04',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(552,'2020-12-04',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2018-01-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2018-02-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2018-03-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2018-04-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2018-05-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2018-06-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2018-07-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2018-08-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2018-09-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2018-10-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2018-11-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2018-12-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2019-01-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2019-02-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2019-03-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2019-04-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2019-05-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2019-06-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2019-07-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2019-08-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2019-09-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2019-10-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2019-11-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2019-12-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2020-01-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2020-02-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2020-03-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2020-04-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2020-05-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2020-06-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2020-07-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2020-08-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2020-09-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2020-10-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2020-11-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(553,'2020-12-11',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2015-11-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2015-12-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2016-01-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2016-02-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2016-03-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2016-04-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2016-05-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2016-06-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2016-07-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2016-08-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2016-09-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2016-10-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2016-11-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2016-12-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2017-01-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2017-02-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2017-03-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2017-04-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2017-05-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2017-06-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2017-07-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2017-08-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2017-09-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2017-10-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2017-11-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2017-12-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2018-01-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2018-02-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2018-03-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2018-04-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2018-05-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2018-06-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2018-07-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2018-08-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2018-09-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2018-10-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2018-11-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2018-12-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2019-01-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2019-02-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2019-03-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2019-04-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2019-05-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2019-06-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2019-07-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2019-08-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2019-09-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2019-10-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2019-11-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2019-12-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2020-01-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2020-02-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2020-03-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2020-04-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2020-05-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2020-06-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2020-07-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2020-08-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2020-09-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2020-10-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2020-11-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(554,'2020-12-13',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2015-10-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2015-11-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2015-12-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2016-01-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2016-02-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2016-03-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2016-04-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2016-05-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2016-06-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2016-07-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2016-08-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2016-09-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2016-10-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2016-11-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2016-12-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2017-01-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2017-02-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2017-03-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2017-04-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2017-05-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2017-06-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2017-07-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2017-08-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2017-09-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2017-10-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2017-11-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2017-12-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2018-01-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2018-02-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2018-03-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2018-04-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2018-05-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2018-06-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2018-07-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2018-08-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2018-09-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2018-10-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2018-11-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2018-12-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2019-01-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2019-02-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2019-03-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2019-04-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2019-05-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2019-06-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2019-07-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2019-08-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2019-09-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2019-10-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2019-11-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2019-12-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2020-01-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2020-02-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2020-03-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2020-04-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2020-05-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2020-06-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2020-07-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2020-08-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2020-09-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2020-10-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2020-11-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(555,'2020-12-17',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2018-11-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2018-12-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2019-01-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2019-02-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2019-03-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2019-04-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2019-05-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2019-06-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2019-07-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2019-08-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2019-09-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2019-10-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2019-11-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2019-12-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2020-01-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2020-02-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2020-03-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2020-04-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2020-05-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2020-06-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2020-07-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2020-08-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2020-09-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2020-10-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2020-11-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2020-12-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(556,'2021-01-02',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2014-01-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2014-02-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2014-03-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2014-04-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2014-05-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2014-06-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2014-07-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2014-08-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2014-09-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2014-10-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2014-11-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2014-12-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2015-01-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2015-02-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2015-03-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2015-04-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2015-05-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2015-06-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2015-07-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2015-08-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2015-09-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2015-10-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2015-11-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2015-12-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2016-01-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2016-02-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2016-03-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2016-04-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2016-05-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2016-06-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2016-07-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2016-08-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2016-09-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2016-10-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2016-11-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2016-12-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2017-01-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2017-02-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2017-03-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2017-04-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2017-05-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2017-06-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2017-07-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2017-08-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2017-09-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2017-10-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2017-11-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2017-12-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2018-01-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2018-02-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2018-03-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2018-04-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2018-05-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2018-06-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2018-07-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2018-08-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2018-09-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2018-10-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2018-11-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2018-12-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2019-01-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2019-02-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2019-03-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2019-04-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2019-05-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2019-06-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2019-07-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2019-08-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2019-09-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2019-10-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2019-11-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2019-12-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2020-01-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2020-02-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2020-03-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2020-04-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2020-05-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2020-06-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2020-07-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2020-08-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2020-09-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2020-10-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2020-11-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(557,'2020-12-24',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2018-01-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2018-02-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2018-03-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2018-04-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2018-05-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2018-06-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2018-07-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2018-08-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2018-09-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2018-10-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2018-11-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2018-12-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2019-01-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2019-02-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2019-03-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2019-04-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2019-05-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2019-06-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2019-07-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2019-08-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2019-09-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2019-10-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2019-11-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2019-12-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2020-01-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2020-02-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2020-03-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2020-04-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2020-05-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2020-06-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2020-07-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2020-08-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2020-09-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2020-10-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2020-11-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2020-12-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(558,'2021-01-19',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2017-05-08',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2017-06-08',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2017-07-08',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2017-08-08',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2017-09-08',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2017-10-08',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2017-11-08',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2017-12-08',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2018-01-08',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2018-02-08',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2018-03-08',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2018-04-08',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(559,'2018-05-08',52); 
